Name,Email,Phone,City,Education,Experience_Years,Job_Applied,Job Sector,Company_Applied,Work_Mode,Job_Type_Preference,Referral,Skills,GitHub_Profile,LinkedIn_Profile,Resume_Link,Source_Job_Portal,Current_Job_Title,Notice_Period,Application Status
Linda Hughes,melissa58@gmail.com,+91 61970 30737,Mumbai,B.Tech,5,Product Manager,Non-IT,EY,Hybrid,Part-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1226,https://linkedin.com/in/user4898,http://mcdowell.info/,Indeed,Business Analyst,Immediate,Offer Received
Yolanda Morris,dboone@gmail.com, +91 74085 44685,Kolkata,B.Sc,8,Sales Manager,Non-IT,Google,Onsite,Full-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user1762,https://linkedin.com/in/user4595,http://alvarado.com/,Glassdoor,Data Analyst,Immediate,Offer Received
Kenneth Cisneros,thomasandersen@hotmail.com,+91 79976 37870,Kolkata,MCA,2,Marketing Executive,Non-IT,Accenture,Hybrid,Full-Time,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user9355,https://linkedin.com/in/user9135,https://www.schwartz.com/,Indeed,UI/UX Designer,Serving Notice,Rejected
Andrea Cooley,xwilson@guerra-edwards.info,+91 90019 66544,Kolkata,M.Sc,3,HR Executive,Non-IT,Flipkart,Onsite,Internship,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user5506,https://linkedin.com/in/user2690,http://www.richardson.com/,Glassdoor,UI/UX Designer,60 days,Under Review
Jennifer Chang,jenniferparrish@price-bryan.biz,+91 79665 33472,Mumbai,BCA,9,Product Manager,Non-IT,TCS,Hybrid,Contract,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user8174,https://linkedin.com/in/user3026,https://morales.com/,Glassdoor,Business Analyst,30 days,Rejected
Michael English,ubrown@church.com,+91 91952 80031,Bangalore,MBA,7,Graphic Designer,IT ,Flipkart,Remote,Contract,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user3622,https://linkedin.com/in/user9839,http://www.reynolds.com/,Naukri.com,DevOps Engineer,Immediate,Under Review
Erin Jenkins,davisjose@gmail.com,+91 66588 61589,Chennai,B.Tech,0,Sales Manager,Non-IT,Microsoft,Onsite,Remote,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user5758,https://linkedin.com/in/user9585,https://davis.com/,Naukri.com,Business Analyst,Serving Notice,Interview Scheduled
Bradley Cantu,kimberlycarter@gmail.com, +91  9501208387,Jaipur,MBA,0,Business Analyst,IT ,Amazon,Remote,Full-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user3557,https://linkedin.com/in/user9684,http://www.green.biz/,Glassdoor,UI/UX Designer,15 days,Interview Scheduled
Charles Romero,nhernandez@hotmail.com,+91 60611 55855,Ahmedabad,B.Sc,6,Product Manager,Non-IT,Cognizant,Onsite,Full-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user6684,https://linkedin.com/in/user4012,http://www.brown.biz/,Glassdoor,UI/UX Designer,Serving Notice,Offer Received
Kelly Mata,pnelson@hotmail.com,+91 61474 04004,Hyderabad,B.Sc,3,Software Engineer,IT ,BYJU'S,Remote,Internship,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6130,https://linkedin.com/in/user9640,https://hunt.net/,Naukri.com,Software Developer,15 days,Interview Scheduled
Jennifer Phillips,erodriguez@wilkinson.com, +91 82939 96348,Chennai,B.Sc,10,Software Engineer,IT ,Capgemini,Onsite,Remote,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user3298,https://linkedin.com/in/user4364,http://www.stewart.com/,Glassdoor,Software Developer,15 days,Under Review
Katherine Anderson,mholmes@hardin-adams.com, +91 89409 52125,Hyderabad,B.Tech,4,HR Executive,Non-IT,Accenture,Onsite,Full-Time,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user2212,https://linkedin.com/in/user5372,http://www.jackson.org/,Internshala,Data Analyst,Serving Notice,Offer Received
Ann Li,hughespeter@edwards.info, +91 96367 89801,Jaipur,Diploma,1,Marketing Executive,Non-IT,BYJU'S,Onsite,Full-Time,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user6919,https://linkedin.com/in/user6383,https://owens-poole.com/,Internshala,Business Analyst,Immediate,Interview Scheduled
Elizabeth Barrett,robert55@hotmail.com, +91 77911 65647,Delhi,MCA,4,UI/UX Designer,IT ,Tech Mahindra,Onsite,Part-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user7822,https://linkedin.com/in/user1170,http://wilson-harris.com/,LinkedIn,UI/UX Designer,Immediate,Interview Scheduled
Christopher Parks,jeannesolomon@hotmail.com, +91 93235 41977,Delhi,MCA,7,UI/UX Designer,IT ,IBM,Remote,Part-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user5347,https://linkedin.com/in/user1167,http://price.com/,Internshala,Business Analyst,30 days,Offer Received
Deborah Fisher,clarkrhonda@gmail.com, +91 81937 26779,Bangalore,B.Tech,7,Marketing Executive,Non-IT,BYJU'S,Onsite,Contract,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user8592,https://linkedin.com/in/user1340,https://www.ruiz.info/,LinkedIn,UI/UX Designer,15 days,Rejected
Rebecca Herrera,rgraham@yahoo.com,+91 68694 98587,Mumbai,BCA,4,Software Engineer,IT ,Deloitte,Remote,Part-Time,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6165,https://linkedin.com/in/user8923,https://www.johnson.info/,Naukri.com,UI/UX Designer,Immediate,Applied
Sharon Rogers,martinezjoshua@davis.com, +91 81600 47116,Mumbai,M.Tech,0,Business Analyst,IT ,Microsoft,Hybrid,Contract,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user4146,https://linkedin.com/in/user8528,http://www.morris.com/,Indeed,DevOps Engineer,15 days,Offer Received
Jacqueline Weber,jennifernash@hotmail.com, +91 97027 77862,Bangalore,MCA,8,Sales Manager,Non-IT,PwC,Hybrid,Remote,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user6005,https://linkedin.com/in/user9593,http://clark.com/,Naukri.com,DevOps Engineer,Serving Notice,Under Review
Brooke Thomas,francesowens@hotmail.com,+91 64015 27153,Bangalore,Diploma,10,HR Executive,Non-IT,PwC,Hybrid,Internship,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user8141,https://linkedin.com/in/user1728,https://mullins.com/,Naukri.com,UI/UX Designer,30 days,Offer Received
Keith Rasmussen,emitchell@houston-kennedy.com,+91 97867 33553,Kolkata,MCA,10,UI/UX Designer,IT ,Deloitte,Onsite,Full-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user8559,https://linkedin.com/in/user3936,https://valentine.com/,Naukri.com,UI/UX Designer,Serving Notice,Rejected
William Stewart,donnafreeman@hotmail.com, +91 92360 87196,Chennai,Diploma,10,Product Manager,Non-IT,HCL Technologies,Onsite,Internship,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user2203,https://linkedin.com/in/user4510,https://www.smith.net/,Glassdoor,Business Analyst,Immediate,Offer Received
Eric Duke,anthony49@johnson.com,+91 92962 08919,Delhi,BCA,10,Sales Manager,Non-IT,BYJU'S,Remote,Remote,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user9126,https://linkedin.com/in/user4506,https://www.hernandez.com/,Internshala,DevOps Engineer,Immediate,Offer Received
Stephen Ray,tbailey@martin.com, +91 84484 00092,Kolkata,Diploma,10,Marketing Executive,Non-IT,IBM,Onsite,Remote,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2004,https://linkedin.com/in/user2072,https://www.mckay-smith.com/,Indeed,Business Analyst,30 days,Under Review
Jason Evans,dbrown@gmail.com, +91 86714 24244,Ahmedabad,MCA,2,Business Analyst,IT ,Amazon,Remote,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user9430,https://linkedin.com/in/user5069,http://rodriguez.net/,Naukri.com,Business Analyst,Immediate,Rejected
William Fowler,frank46@hotmail.com, +91 93106 14784,Pune,B.Sc,0,Graphic Designer,IT ,Flipkart,Onsite,Contract,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user7983,https://linkedin.com/in/user1897,https://johnson-howell.com/,Glassdoor,Data Analyst,60 days,Applied
Jessica Hull,justin89@simmons.com, +91 72491 38410,Kolkata,Diploma,8,Sales Manager,Non-IT,HCL Technologies,Hybrid,Part-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user2415,https://linkedin.com/in/user2701,http://hayes.biz/,Naukri.com,Software Developer,Serving Notice,Applied
Mr. Scott Riley,andersondrew@taylor.com,+91 79647 23287,Pune,MBA,10,Sales Manager,Non-IT,BYJU'S,Onsite,Remote,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7503,https://linkedin.com/in/user3595,http://www.butler.net/,Glassdoor,UI/UX Designer,15 days,Offer Received
Shawn Levy,murrayamanda@yahoo.com, +91 81932 68200,Kolkata,M.Sc,3,Business Analyst,IT ,Cognizant,Remote,Full-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user9733,https://linkedin.com/in/user4761,http://pineda-hawkins.com/,Internshala,Data Analyst,15 days,Offer Received
Stephanie Cochran,itaylor@gilmore-cook.com, +91 94656 48938,Chandigarh,M.Sc,10,Sales Manager,Non-IT,TCS,Hybrid,Contract,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user8896,https://linkedin.com/in/user6175,https://www.morrow.com/,Glassdoor,Data Analyst,30 days,Interview Scheduled
Mary Miller,mathewarnold@yahoo.com,+91 64694 64556,Hyderabad,B.Sc,3,Sales Manager,Non-IT,Amazon,Hybrid,Remote,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7879,https://linkedin.com/in/user8290,https://ferguson-tyler.com/,Internshala,DevOps Engineer,Immediate,Under Review
Peter Martin,eric59@wolfe-kane.biz,+91 65785 38603,Chandigarh,MCA,7,Graphic Designer,IT ,Swiggy,Onsite,Contract,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5990,https://linkedin.com/in/user1400,https://www.nelson.com/,Naukri.com,UI/UX Designer,60 days,Rejected
Eric Franklin,thomasacosta@gmail.com, +91 64335 95699,Chennai,B.Tech,1,Data Analyst,IT ,HCL Technologies,Remote,Part-Time,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user4383,https://linkedin.com/in/user6513,https://reyes.com/,Glassdoor,Data Analyst,Immediate,Interview Scheduled
Victor Johnson,wesleycraig@hamilton.biz,+91 91096 91644,Kolkata,MCA,3,Marketing Executive,Non-IT,Deloitte,Remote,Full-Time,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2445,https://linkedin.com/in/user1354,https://parks-jones.com/,Glassdoor,UI/UX Designer,30 days,Interview Scheduled
Amanda Boyer,ryan54@hotmail.com, +91 82082 92166,Delhi,M.Tech,3,HR Executive,Non-IT,Deloitte,Onsite,Internship,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user4816,https://linkedin.com/in/user5557,http://www.peck-king.org/,Naukri.com,DevOps Engineer,Immediate,Offer Received
Robert Cruz,stoutmatthew@anderson-gray.com,+91 94245 23204,Pune,M.Sc,3,Software Engineer,IT ,Wipro,Remote,Part-Time,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user9688,https://linkedin.com/in/user7231,http://www.thomas.net/,Naukri.com,UI/UX Designer,60 days,Under Review
John Lee,odomdavid@gmail.com, +91 81978 71937,Pune,B.Tech,3,Software Engineer,IT ,Tech Mahindra,Onsite,Contract,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user5403,https://linkedin.com/in/user4616,https://www.harris.com/,LinkedIn,Software Developer,60 days,Interview Scheduled
Tyler Lyons,susan69@yahoo.com, +91 90812 91482,Bangalore,M.Tech,3,Product Manager,Non-IT,Flipkart,Remote,Full-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user9396,https://linkedin.com/in/user7128,https://www.king.info/,Glassdoor,Business Analyst,30 days,Under Review
Heather Robertson,kparker@green-roy.info, +91 88567 83042,Pune,M.Sc,2,Sales Manager,Non-IT,ZS Associates,Remote,Remote,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7244,https://linkedin.com/in/user5132,https://www.howard.biz/,Glassdoor,Data Analyst,60 days,Applied
Lisa Lowe,hallison@foley-hughes.com,+91 99086 21341,Hyderabad,BCA,8,Business Analyst,IT ,Amazon,Hybrid,Remote,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user1418,https://linkedin.com/in/user1157,https://www.morris.com/,Internshala,Data Analyst,15 days,Interview Scheduled
Todd Davis,christopher49@eaton.com, +91 70481 98486,Hyderabad,MCA,9,Software Engineer,IT ,Swiggy,Onsite,Remote,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user5362,https://linkedin.com/in/user7631,http://www.odonnell.com/,Naukri.com,Business Analyst,30 days,Applied
Amanda Deleon,wilsonmary@rodriguez-lee.com,+91 87160 13340,Chandigarh,Diploma,0,DevOps Engineer,IT ,Infosys,Remote,Contract,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user3082,https://linkedin.com/in/user7583,https://thomas.com/,LinkedIn,Software Developer,Immediate,Applied
Brian Krueger,oscar27@yahoo.com, +91 70815 87705,Ahmedabad,B.Tech,3,Business Analyst,IT ,EY,Hybrid,Part-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user1666,https://linkedin.com/in/user6969,http://www.robinson.biz/,LinkedIn,Data Analyst,Serving Notice,Interview Scheduled
Brandi Bell,alanhendricks@bartlett-nunez.org, +91 80228 04607,Mumbai,Diploma,1,Sales Manager,Non-IT,Tech Mahindra,Remote,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user2003,https://linkedin.com/in/user2969,https://jordan-jones.biz/,Indeed,Business Analyst,15 days,Interview Scheduled
Christina Arnold,hallkathy@roberts.com,+91 76243 92618,Chandigarh,B.Sc,2,Sales Manager,Non-IT,Microsoft,Remote,Contract,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7358,https://linkedin.com/in/user3076,https://www.hartman-guerra.biz/,Naukri.com,UI/UX Designer,60 days,Under Review
Mr. Christopher Ramirez DVM,kimberlywilkerson@hotmail.com, +91 73619 68957,Pune,B.Tech,0,Software Engineer,IT ,HCL Technologies,Hybrid,Part-Time,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user9392,https://linkedin.com/in/user2965,https://taylor.net/,Indeed,Data Analyst,15 days,Rejected
Bailey Houston,peterslouis@alvarez.info, +91 60222 63883,Jaipur,MBA,7,Business Analyst,IT ,Flipkart,Hybrid,Remote,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user3609,https://linkedin.com/in/user2997,http://www.krause.com/,Indeed,DevOps Engineer,60 days,Applied
Judith Green,wigginsjeffrey@gmail.com,+91 77723 67226,Hyderabad,M.Tech,1,Marketing Executive,Non-IT,Accenture,Onsite,Contract,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user1350,https://linkedin.com/in/user2685,http://dickerson.com/,LinkedIn,Business Analyst,Serving Notice,Interview Scheduled
